8000084786,48745.63
8000084880,19535.91
8000083295,8071.38
8000083290,8062.21
8000083293,8059.83
8000083291,8058.15
8000083296,8053.70
8000083298,8052.27
8000083297,8047.34
8000083279,8044.31
8000083278,8043.65
8000083292,8042.33
8000083294,8039.42
8000083277,7367.20
8000085112,7186.80
8000085114,7174.58
8000085111,6218.26
8000085069,6157.89
8000086208,5087.30
8000086349,5081.08
8000086245,5079.87
8000089031,5079.51
8000086592,5078.79
8000086703,5076.60
8000086446,5022.20
8000086818,5020.64
8000086658,5020.36
8000086573,4713.55
8000088017,4709.92
8000088103,4698.00
8000086585,4696.40
8000088143,4689.30
8000086701,4651.51
8000088101,4641.71
8000082951,4169.61
8000082849,3590.60
8000085612,3388.31
8000082892,3354.89
8000082895,3330.55
8000082099,3249.13
8000084109,3248.58
8000084369,2963.89
8000085616,2961.37
8000082356,2831.11
8000084106,2812.30
8000083798,2727.52
8000061461,2543.57
8000061460,2508.68
8000082848,2486.25
8000056849,2475.03
8000085627,2339.08
8000085613,2271.84
8000083346,2156.91
8000085582,1899.25
8000080544,1877.75
8000085614,1713.20
8000071688,1675.26
8000082284,1654.12
8000082283,1653.79
8000082374,1653.78
8000082447,1653.66
8000079520,1617.80
8000085611,1583.09
8000082376,1478.14
8000089785,1425.32
8000089784,1425.24
8000089786,1424.46
8000080073,1416.66
8000080551,1394.55
8000080471,1393.54
8000080038,1389.42
8000080587,1375.72
8000080548,1369.89
8000080552,1328.26
8000080072,1306.13
8000071696,1298.29
8000085617,1291.29
8000085583,1286.33
8000085615,1285.47
8000083056,1279.84
8000073691,1276.74
8000085621,1273.03
8000080583,1270.89
8000084294,1226.16
8000072913,1221.54
8000082373,1219.89
8000078241,1218.54
8000085641,1202.08
8000085640,1186.26
8000085559,1175.34
8000085570,1174.61
8000080546,1163.89
8000084077,1158.23
8000085642,1154.57
8000085644,1151.08
8000083480,1146.49
8000084046,1141.78
8000070162,1139.45
8000084479,1138.80
8000084082,1135.74
8000084081,1135.25
8000084080,1134.64
8000084076,1134.58
8000084047,1132.92
8000088438,1125.94
8000088450,1123.83
8000084086,1122.44
8000083520,1116.80
8000085585,1104.34
8000085625,1103.12
8000084044,1097.20
8000088432,1093.33
8000084074,1091.62
8000084071,1091.60
8000084075,1091.57
8000084073,1091.57
8000084048,1091.39
8000084043,1091.15
8000084045,1090.70
8000085624,1088.45
8000085626,1082.15
8000086531,1080.50
8000084703,1055.38
8000084702,1049.56
8000080589,1048.97
8000080053,1040.70
8000090622,1036.35
8000084430,1035.06
8000088018,1028.29
8000086445,1028.22
8000086199,1028.19
8000088452,1028.19
8000088144,1027.90
8000086243,1027.80
8000086524,1027.62
8000086347,1026.92
8000086702,1026.90
8000088104,1026.85
8000086590,1026.84
8000088102,1026.84
8000086657,1026.31
8000086817,1024.89
8000088060,1020.67
8000086583,1019.37
8000086700,1019.28
8000086574,1018.84
8000083271,1017.71
8000085645,1016.90
8000084079,1013.58
8000080039,1004.96
8000085643,1002.28
8000084083,1000.97
8000084085,992.30
8000085622,992.18
8000085623,992.15
8000081566,984.83
8000084078,984.33
8000073693,975.30
8000083270,972.06
8000083266,972.06
8000083275,966.84
8000083272,966.22
8000086503,958.85
8000086338,958.46
8000088439,948.93
8000088433,947.01
8000044147,945.09
8000084801,938.05
8000079490,933.97
8000084817,923.71
8000084818,923.24
8000084815,922.91
8000084816,922.81
8000080052,920.53
8000084087,909.96
8000080472,904.89
8000088436,903.07
8000088437,902.69
8000082223,891.64
8000079890,889.80
8000080616,878.84
8000083269,872.48
8000083273,871.11
8000085110,869.63
8000084088,867.73
8000084049,867.57
8000084090,866.54
8000084089,866.48
8000079892,865.96
8000073605,865.66
8000085803,865.54
8000083264,864.80
8000083276,864.21
8000083274,863.99
8000085620,863.81
8000073604,862.99
8000083267,862.78
8000071695,856.33
8000085102,853.86
8000085103,853.84
8000080622,853.23
8000080748,848.85
8000079891,847.65
8000073607,822.13
8000083217,818.67
8000086340,812.37
8000086337,810.75
8000085584,807.77
8000085034,806.36
8000082598,803.63
8000080438,798.59
8000086339,796.70
8000085067,794.53
8000084654,793.34
8000073443,789.02
8000073606,787.00
8000080055,786.92
8000085068,780.51
8000088366,779.89
8000083185,768.89
8000084788,768.43
8000078272,768.29
8000085619,767.84
8000084319,765.18
8000084293,759.33
8000082222,747.51
8000086235,746.53
8000086232,746.19
8000084814,744.72
8000080058,743.69
8000083057,735.27
8000084320,734.48
8000079803,732.91
8000087027,729.65
8000085586,725.84
8000080061,722.08
8000080054,721.79
8000076994,708.19
8000090756,703.95
8000084314,703.27
8000091016,701.47
8000091019,701.00
8000091030,700.29
8000087028,693.27
8000087496,687.47
8000087499,687.23
8000084316,685.09
8000086233,677.01
8000086234,674.68
8000086231,669.00
8000075021,647.51
8000084311,643.76
8000083184,642.29
8000090952,638.24
8000090455,630.57
8000075020,625.48
8000085618,618.91
8000082351,613.89
8000084299,605.78
8000076418,593.75
8000087784,593.10
8000087769,592.55
8000087227,591.37
8000083186,588.60
8000082354,582.96
8000091037,582.95
8000091036,577.83
8000083181,570.99
8000083180,570.32
8000083169,569.86
8000083182,569.83
8000086289,565.82
8000087194,561.82
8000084810,549.22
8000090949,548.39
8000080276,534.83
8000073445,531.07
8000084324,526.98
8000084789,525.87
8000083449,525.45
8000081850,524.04
8000084964,522.60
8000074940,522.19
8000081021,519.32
8000085104,515.95
8000082396,512.15
8000083223,510.98
8000082383,510.85
8000082392,507.70
8000082385,507.55
8000090464,504.30
8000090463,504.00
8000085033,503.40
8000090251,497.31
8000080282,491.69
8000087029,490.12
8000086840,486.45
8000086843,486.10
8000084313,485.30
8000085065,484.89
8000085113,483.26
8000085802,482.30
8000072956,480.14
8000084771,480.01
8000080272,476.44
8000085066,476.42
8000076767,468.70
8000082395,467.32
8000091032,467.06
8000082394,461.30
8000080051,459.64
8000082393,458.63
8000073713,452.13
8000080021,449.97
8000080057,440.69
8000083168,438.27
8000083283,435.50
8000043581,426.21
8000075089,425.45
8000079472,424.40
8000082389,424.00
8000082752,423.10
8000073716,421.56
8000087860,418.57
8000085120,418.38
8000078546,418.20
8000085115,417.90
8000085119,417.89
8000085118,417.62
8000089787,416.67
8000075029,416.35
8000082792,416.23
8000084397,412.91
8000080286,412.85
8000075844,412.30
8000084353,409.98
8000073718,408.58
8000082794,407.78
8000082793,407.30
8000082795,406.41
8000085117,406.05
8000086698,402.87
8000080623,402.73
8000087183,402.28
8000081264,400.84
8000079768,400.37
8000078214,399.80
8000086994,397.24
8000075040,397.22
8000079526,392.23
8000082791,391.46
8000082974,386.03
8000073717,384.68
8000079488,381.74
8000076375,380.59
8000085116,379.22
8000082342,377.27
8000073634,370.23
8000075477,369.36
8000080615,368.35
8000083687,367.20
8000079498,365.80
8000086383,363.70
8000074836,362.48
8000088537,360.83
8000065195,359.91
8000082391,358.92
8000082281,357.61
8000082372,357.51
8000078291,353.26
8000087186,351.68
8000001569,350.25
8000087450,349.77
8000076376,347.74
8000087457,345.16
8000086061,339.75
8000044149,336.50
8000086984,333.72
8000083167,325.33
8000084962,324.38
8000082386,324.34
8000089632,321.08
8000087506,321.04
8000084963,319.88
8000086288,319.68
8000086762,317.22
8000089440,315.22
8000089725,314.98
8000082282,313.54
8000086329,312.54
8000084812,312.32
8000086382,311.51
8000086381,310.83
8000083688,310.10
8000081105,309.04
8000082382,309.02
8000084986,306.80
8000086438,306.48
8000073712,304.42
8000082286,301.61
8000088118,301.61
8000081219,301.15
8000080285,300.53
8000001570,299.71
8000086763,294.78
8000087564,292.80
8000087566,292.64
8000038858,292.24
8000083100,291.03
8000084708,290.47
8000082397,289.80
8000082273,283.42
8000086781,282.63
8000082336,279.23
8000082340,278.86
8000082384,275.11
8000082377,275.05
8000082390,274.75
8000082824,270.07
8000089534,269.69
8000083173,268.25
8000086861,266.62
8000082381,265.70
8000087563,264.18
8000087561,263.98
8000043380,263.47
8000073635,261.40
8000082387,258.25
8000087558,248.10
8000087562,246.35
8000081041,244.36
8000077433,243.08
8000077432,242.99
8000082287,241.80
8000081048,240.21
8000081045,240.17
8000089864,238.83
8000081700,234.39
8000081051,233.21
8000081104,231.17
8000087559,231.11
8000088950,226.24
8000088834,226.02
8000084946,224.22
8000067886,220.52
8000081678,217.80
8000073705,214.71
8000081042,212.85
8000081049,212.75
8000081040,212.19
8000081047,212.11
8000081679,211.61
8000050780,210.72
8000081046,210.22
8000081052,209.99
8000081044,209.66
8000010432,208.83
8000084666,208.72
8000082474,204.00
8000070986,199.74
8000088841,197.31
8000070554,196.47
8000088387,196.37
8000088833,196.16
8000089762,195.79
8000073706,195.74
8000084668,194.15
8000089441,191.19
8000073707,189.46
8000083268,189.27
8000025440,187.84
8000083345,187.73
8000001562,187.46
